date,value
2011-09-07,4.2065
2011-09-08,4.2052
2011-09-09,4.204
2011-09-12,4.2042
2011-09-13,4.2037
2011-09-14,4.2035
2011-09-15,4.2043
2011-09-16,4.2045
2011-09-19,4.2047
2011-09-20,4.1972
2011-09-21,4.191
2011-09-22,4.1978
2011-09-23,4.203
2011-09-26,4.2045
2011-09-27,4.2045
2011-09-28,4.2045
2011-09-29,4.2045
2011-09-30,4.2045
2011-10-03,4.2045
2011-10-04,4.2045
2011-10-05,4.2057
2011-10-06,4.2085
2011-10-07,4.2095
2011-10-11,4.2108
2011-10-12,4.2105
2011-10-13,4.2133
2011-10-14,4.2148
2011-10-17,4.222
2011-10-18,4.2245
2011-10-19,4.2318
2011-10-20,4.2345
2011-10-21,4.2345
2011-10-24,4.2355
2011-10-25,4.2355
2011-10-26,4.2358
2011-10-27,4.2353
2011-10-28,4.2355
2011-10-31,4.2355
2011-11-01,4.2377
2011-11-02,4.2478
2011-11-03,4.2503
2011-11-04,4.251
2011-11-07,4.2575
2011-11-08,4.26
2011-11-09,4.2605
2011-11-10,4.2613
2011-11-11,4.2648
2011-11-14,4.2715
2011-11-15,4.2727
2011-11-16,4.2595
2011-11-17,4.2572
2011-11-18,4.2567
2011-11-21,4.2575
2011-11-22,4.2593
2011-11-23,4.2608
2011-11-24,4.2628
2011-11-25,4.2633
2011-11-29,4.2695
2011-11-30,4.2807
2011-12-01,4.2832
2011-12-02,4.2842
2011-12-05,4.286
2011-12-06,4.2812
2011-12-07,4.278
2011-12-12,4.2792
2011-12-13,4.2795
2011-12-14,4.2802
2011-12-15,4.2823
2011-12-16,4.2875
2011-12-19,4.2921
2011-12-20,4.2925
2011-12-21,4.2928
2011-12-22,4.2922
2011-12-23,4.2927
2011-12-27,4.2955
2011-12-28,4.3012
2011-12-29,4.3035
2011-12-30,4.3032
2012-01-03,4.3052
2012-01-04,4.3048
2012-01-05,4.3067
2012-01-06,4.3152
2012-01-09,4.3182
2012-01-10,4.3133
2012-01-11,4.3133
2012-01-12,4.312
2012-01-13,4.3118
2012-01-16,4.3148
2012-01-17,4.317
2012-01-18,4.3188
2012-01-19,4.3207
2012-01-20,4.3222
2012-01-23,4.3257
2012-01-24,4.3312
2012-01-25,4.3365
2012-01-26,4.3383
2012-01-27,4.3367
2012-01-30,4.3345
2012-01-31,4.3362
2012-02-01,4.3357
2012-02-02,4.3347
2012-02-03,4.3337
2012-02-06,4.3342
2012-02-07,4.3368
2012-02-08,4.3398
2012-02-09,4.3448
2012-02-10,4.3463
2012-02-13,4.3463
2012-02-14,4.3473
2012-02-15,4.3492
2012-02-16,4.3522
2012-02-17,4.355
2012-02-22,4.3552
2012-02-23,4.355
2012-02-24,4.3548
2012-02-28,4.3558
2012-02-29,4.3565
2012-03-01,4.3548
2012-03-02,4.3433
2012-03-05,4.3345
2012-03-06,4.3353
2012-03-07,4.3362
2012-03-08,4.3368
2012-03-09,4.341
2012-03-12,4.3458
2012-03-13,4.3497
2012-03-14,4.356
2012-03-15,4.3557
2012-03-16,4.354
2012-03-19,4.3633
2012-03-20,4.364
2012-03-21,4.3668
2012-03-22,4.3655
2012-03-23,4.3667
2012-03-26,4.3697
2012-03-27,4.3725
2012-03-28,4.3735
2012-03-29,4.3753
2012-03-30,4.3785
2012-04-03,4.3798
2012-04-04,4.3843
2012-04-09,4.3868
2012-04-10,4.3835
2012-04-11,4.385
2012-04-12,4.3907
2012-04-13,4.3948
2012-04-16,4.3953
2012-04-17,4.3948
2012-04-18,4.3992
2012-04-19,4.4037
2012-04-20,4.4052
2012-04-23,4.407
2012-04-24,4.4098
2012-04-25,4.413
2012-04-26,4.4145
2012-04-27,4.4148
2012-05-02,4.4205
2012-05-03,4.4273
2012-05-04,4.4275
2012-05-07,4.4317
2012-05-08,4.4367
2012-05-09,4.4405
2012-05-10,4.4397
2012-05-11,4.438
2012-05-14,4.442
2012-05-15,4.4428
2012-05-16,4.4437
2012-05-17,4.4505
2012-05-18,4.4543
2012-05-21,4.4622
2012-05-22,4.4675
2012-05-23,4.4692
2012-05-24,4.4697
2012-05-28,4.477
2012-05-29,4.4735
2012-05-30,4.4723
2012-05-31,4.4713
2012-06-01,4.4708
2012-06-04,4.4733
2012-06-05,4.4787
2012-06-06,4.4903
2012-06-07,4.4863
2012-06-08,4.4853
2012-06-11,4.489
2012-06-12,4.4892
2012-06-13,4.4905
2012-06-14,4.495
2012-06-15,4.4965
2012-06-18,4.4995
2012-06-19,4.5028
2012-06-21,4.5052
2012-06-22,4.5103
2012-06-25,4.5133
2012-06-26,4.5168
2012-06-27,4.5157
2012-06-28,4.5213
2012-06-29,4.5253
2012-07-02,4.53
2012-07-03,4.5258
2012-07-04,4.5255
2012-07-05,4.5275
2012-07-06,4.5322
2012-07-10,4.5385
2012-07-11,4.5403
2012-07-12,4.543
2012-07-13,4.5478
2012-07-16,4.5483
2012-07-17,4.5512
2012-07-18,4.5533
2012-07-19,4.5583
2012-07-20,4.562
2012-07-23,4.5688
2012-07-24,4.5707
2012-07-25,4.5712
2012-07-26,4.5717
2012-07-27,4.5783
2012-07-30,4.5813
2012-07-31,4.5833
2012-08-01,4.5862
2012-08-02,4.587
2012-08-03,4.5877
2012-08-06,4.5907
2012-08-07,4.594
2012-08-08,4.5973
2012-08-09,4.5992
2012-08-10,4.6012
2012-08-13,4.6047
2012-08-14,4.6062
2012-08-15,4.6075
2012-08-16,4.6092
2012-08-17,4.6138
2012-08-21,4.6187
2012-08-22,4.6178
2012-08-23,4.6173
2012-08-24,4.6202
2012-08-27,4.6287
2012-08-28,4.6322
2012-08-29,4.6312
2012-08-30,4.6307
2012-08-31,4.6347
2012-09-03,4.6423
2012-09-04,4.6448
2012-09-05,4.6505
2012-09-06,4.6535
2012-09-07,4.6585
2012-09-10,4.662
2012-09-11,4.6623
2012-09-12,4.6622
2012-09-13,4.6627
2012-09-14,4.6685
2012-09-17,4.6737
2012-09-18,4.675
2012-09-19,4.6802
2012-09-20,4.6822
2012-09-21,4.6842
2012-09-25,4.6897
2012-09-26,4.69
2012-09-27,4.6915
2012-09-28,4.6942
2012-10-01,4.6992
2012-10-02,4.6998
2012-10-03,4.7012
2012-10-04,4.7038
2012-10-05,4.7077
2012-10-09,4.7128
2012-10-10,4.7135
2012-10-11,4.7195
2012-10-12,4.7227
2012-10-15,4.7255
2012-10-16,4.7293
2012-10-17,4.7325
2012-10-18,4.7332
2012-10-19,4.7368
2012-10-22,4.7432
2012-10-23,4.744
2012-10-24,4.7467
2012-10-25,4.7508
2012-10-26,4.7532
2012-10-29,4.7558
2012-10-30,4.76
2012-10-31,4.7655
2012-11-01,4.77
2012-11-02,4.7708
2012-11-05,4.7722
2012-11-07,4.7715
2012-11-08,4.7725
2012-11-09,4.777
2012-11-12,4.7822
2012-11-13,4.7832
2012-11-14,4.7855
2012-11-15,4.7908
2012-11-16,4.798
2012-11-19,4.8028
2012-11-20,4.8058
2012-11-21,4.809
2012-11-22,4.8235
2012-11-23,4.821
2012-11-27,4.8227
2012-11-28,4.8253
2012-11-29,4.8302
2012-11-30,4.8338
2012-12-03,4.8398
2012-12-04,4.8445
2012-12-05,4.8505
2012-12-06,4.8542
2012-12-07,4.8617
2012-12-10,4.8632
2012-12-11,4.8655
2012-12-12,4.8718
2012-12-13,4.8735
2012-12-14,4.877
2012-12-17,4.8832
2012-12-18,4.886
2012-12-19,4.8948
2012-12-20,4.8987
2012-12-21,4.9032
2012-12-26,4.91
2012-12-27,4.9125
2012-12-28,4.913
2012-12-31,4.9173
2013-01-02,4.9228
2013-01-03,4.9263
2013-01-04,4.9262
2013-01-07,4.9288
2013-01-08,4.9312
2013-01-09,4.9353
2013-01-10,4.9385
2013-01-11,4.9408
2013-01-14,4.948
2013-01-15,4.9507
2013-01-16,4.9493
2013-01-17,4.9495
2013-01-18,4.95
2013-01-21,4.9563
2013-01-22,4.9588
2013-01-23,4.9608
2013-01-24,4.9625
2013-01-25,4.964
2013-01-28,4.9702
2013-01-29,4.974
2013-01-30,4.9768
2013-02-01,4.9828
2013-02-04,4.9825
2013-02-05,4.9833
2013-02-06,4.9855
2013-02-07,4.9913
2013-02-08,4.9963
2013-02-13,5.002
2013-02-14,5.0047
2013-02-15,5.0088
2013-02-18,5.0187
2013-02-19,5.0215
2013-02-21,5.0275
2013-02-22,5.03
2013-02-25,5.0337
2013-02-26,5.0358
2013-02-27,5.0392
2013-02-28,5.0448
2013-03-01,5.0475
2013-03-04,5.0523
2013-03-05,5.0555
2013-03-06,5.0592
2013-03-07,5.0628
2013-03-08,5.0648
2013-03-11,5.0692
2013-03-12,5.0765
2013-03-13,5.0788
2013-03-14,5.0843
2013-03-15,5.0902
2013-03-18,5.0967
2013-03-19,5.0967
2013-03-20,5.0958
2013-03-21,5.0997
2013-03-22,5.1077
2013-03-25,5.116
2013-03-26,5.1193
2013-03-27,5.1223
2013-04-03,5.1303
2013-04-04,5.1328
2013-04-05,5.137
2013-04-08,5.1345
2013-04-09,5.1373
2013-04-10,5.14
2013-04-11,5.1432
2013-04-12,5.1468
2013-04-15,5.1522
2013-04-16,5.1552
2013-04-17,5.1558
2013-04-18,5.158
2013-04-19,5.1613
2013-04-22,5.1667
2013-04-23,5.1693
2013-04-24,5.1747
2013-04-25,5.1753
2013-04-26,5.1752
2013-04-29,5.1805
2013-04-30,5.184
2013-05-02,5.1898
2013-05-03,5.1968
2013-05-06,5.2065
2013-05-07,5.2095
2013-05-08,5.213
2013-05-09,5.2197
2013-05-10,5.2268
2013-05-13,5.2313
2013-05-14,5.236
2013-05-15,5.2355
2013-05-16,5.234
2013-05-17,5.2343
2013-05-20,5.2423
2013-05-21,5.2472
2013-05-22,5.2512
2013-05-23,5.2602
2013-05-24,5.2662
2013-05-27,5.2685
2013-05-28,5.2702
2013-05-29,5.2743
2013-05-30,5.2798
2013-05-31,5.2837
2013-06-03,5.2875
2013-06-04,5.2895
2013-06-05,5.2917
2013-06-06,5.2955
2013-06-07,5.2995
2013-06-10,5.3052
2013-06-11,5.3093
2013-06-12,5.3167
2013-06-13,5.325
2013-06-14,5.3302
2013-06-17,5.3368
2013-06-18,5.3395
2013-06-19,5.3467
2013-06-24,5.3592
2013-06-25,5.3635
2013-06-26,5.3688
2013-06-27,5.3758
2013-06-28,5.3852
2013-07-01,5.39
2013-07-02,5.3932
2013-07-03,5.399
2013-07-04,5.405
2013-07-05,5.4048
2013-07-08,5.4073
2013-07-10,5.4125
2013-07-11,5.4183
2013-07-12,5.4242
2013-07-15,5.4303
2013-07-16,5.4345
2013-07-17,5.4383
2013-07-18,5.4465
2013-07-19,5.4593
2013-07-22,5.4623
2013-07-23,5.4617
2013-07-24,5.4638
2013-07-25,5.471
2013-07-26,5.4807
2013-07-29,5.4908
2013-07-30,5.4993
2013-07-31,5.5065
2013-08-01,5.5082
2013-08-02,5.5173
2013-08-05,5.5202
2013-08-06,5.5275
2013-08-07,5.5285
2013-08-08,5.5377
2013-08-09,5.5428
2013-08-12,5.5493
2013-08-13,5.5603
2013-08-14,5.5682
2013-08-15,5.5748
2013-08-16,5.5892
2013-08-20,5.5962
2013-08-21,5.6008
2013-08-22,5.6115
2013-08-23,5.6217
2013-08-26,5.6302
2013-08-27,5.6428
2013-08-28,5.6492
2013-08-29,5.661
2013-08-30,5.6713
2013-09-02,5.6845
2013-09-03,5.691
2013-09-04,5.7
2013-09-05,5.7097
2013-09-06,5.7027
2013-09-09,5.7038
2013-09-10,5.7102
2013-09-11,5.7207
2013-09-12,5.7195
2013-09-13,5.7238
2013-09-16,5.7313
2013-09-17,5.7408
2013-09-18,5.7498
2013-09-19,5.7578
2013-09-20,5.7597
2013-09-23,5.7703
2013-09-24,5.7713
2013-09-25,5.771
2013-09-26,5.7797
2013-09-27,5.7905
2013-09-30,5.7915
2013-10-01,5.7995
2013-10-02,5.8028
2013-10-03,5.8118
2013-10-04,5.8128
2013-10-07,5.8188
2013-10-08,5.822
2013-10-09,5.8228
2013-10-10,5.8278
2013-10-11,5.8325
2013-10-15,5.8388
2013-10-16,5.841
2013-10-17,5.8488
2013-10-18,5.8528
2013-10-21,5.861
2013-10-22,5.8617
2013-10-23,5.8628
2013-10-24,5.8682
2013-10-25,5.878
2013-10-28,5.8897
2013-10-29,5.8927
2013-10-30,5.9032
2013-10-31,5.9108
2013-11-01,5.9215
2013-11-04,5.9403
2013-11-05,5.953
2013-11-07,5.9432
2013-11-08,5.9595
2013-11-11,5.9713
2013-11-12,5.9742
2013-11-13,5.9765
2013-11-14,5.9858
2013-11-15,5.9932
2013-11-18,6.002
2013-11-19,6.0248
2013-11-20,6.0442
2013-11-21,6.0577
2013-11-22,6.0765
2013-11-26,6.0933
2013-11-27,6.1065
2013-11-28,6.1243
2013-11-29,6.136
2013-12-02,6.1547
2013-12-03,6.1713
2013-12-04,6.1973
2013-12-05,6.2203
2013-12-06,6.2407
2013-12-09,6.2458
2013-12-10,6.2623
2013-12-11,6.2738
2013-12-12,6.2808
2013-12-13,6.2908
2013-12-16,6.305
2013-12-17,6.3282
2013-12-18,6.356
2013-12-19,6.3977
2013-12-20,6.4205
2013-12-23,6.4408
2013-12-26,6.4712
2013-12-27,6.4892
2013-12-30,6.518
2014-01-02,6.543
2014-01-03,6.558
2014-01-06,6.5857
2014-01-07,6.5988
2014-01-08,6.6042
2014-01-09,6.6283
2014-01-10,6.6498
2014-01-13,6.6905
2014-01-14,6.708
2014-01-15,6.7408
2014-01-16,6.7733
2014-01-17,6.8055
2014-01-20,6.8295
2014-01-21,6.8763
2014-01-22,6.912
2014-01-23,7.5272
2014-01-24,8.0183
2014-01-27,8.0058
2014-01-28,8.0173
2014-01-29,8.015
2014-01-30,8.0225
2014-01-31,8.0182
2014-02-03,8.0178
2014-02-04,8.0118
2014-02-05,7.9667
2014-02-06,7.905
2014-02-07,7.8648
2014-02-10,7.8383
2014-02-11,7.8173
2014-02-12,7.8165
2014-02-13,7.803
2014-02-14,7.7803
2014-02-17,7.7645
2014-02-18,7.7635
2014-02-19,7.7745
2014-02-20,7.8023
2014-02-21,7.8408
2014-02-24,7.861
2014-02-25,7.864
2014-02-26,7.873
2014-02-27,7.8873
2014-02-28,7.8782
2014-03-05,7.8822
2014-03-06,7.8782
2014-03-07,7.8657
2014-03-10,7.8665
2014-03-11,7.8675
2014-03-12,7.8747
2014-03-13,7.8832
2014-03-14,7.8953
2014-03-17,7.909
2014-03-18,7.9348
2014-03-19,7.9545
2014-03-20,7.9592
2014-03-21,7.9707
2014-03-25,7.9955
2014-03-26,8.0053
2014-03-27,8.0065
2014-03-28,8.0048
2014-03-31,8.0098
2014-04-01,8.0012
2014-04-03,8.0028
2014-04-04,8.0008
2014-04-07,8.0018
2014-04-08,8.0013
2014-04-09,8.0008
2014-04-10,8.0012
2014-04-11,8.0013
2014-04-14,8.0018
2014-04-15,8.002
2014-04-16,8.0007
2014-04-21,8.002
2014-04-22,8.0015
2014-04-23,8.0008
2014-04-24,8.0008
2014-04-25,8.0005
2014-04-28,8.0005
2014-04-29,8.0005
2014-04-30,8.0015
2014-05-05,8.0012
2014-05-06,8.0005
2014-05-07,8.0005
2014-05-08,8.0008
2014-05-09,8.0035
2014-05-12,8.0063
2014-05-13,8.0197
2014-05-14,8.0287
2014-05-15,8.0535
2014-05-16,8.0605
2014-05-19,8.0632
2014-05-20,8.0602
2014-05-21,8.0613
2014-05-22,8.0632
2014-05-23,8.0653
2014-05-26,8.0692
2014-05-27,8.0677
2014-05-28,8.0745
2014-05-29,8.0758
2014-05-30,8.0777
2014-06-02,8.0825
2014-06-03,8.0893
2014-06-04,8.1032
2014-06-05,8.115
2014-06-06,8.1412
2014-06-09,8.1308
2014-06-10,8.1322
2014-06-11,8.132
2014-06-12,8.1322
2014-06-13,8.1325
2014-06-16,8.1362
2014-06-17,8.1313
2014-06-18,8.1297
2014-06-19,8.1317
2014-06-23,8.1323
2014-06-24,8.1312
2014-06-25,8.1305
2014-06-26,8.1318
2014-06-27,8.132
2014-06-30,8.1327
2014-07-01,8.1345
2014-07-02,8.138
2014-07-03,8.1393
2014-07-04,8.1437
2014-07-07,8.1415
2014-07-08,8.1418
2014-07-10,8.1463
2014-07-11,8.1502
2014-07-14,8.1538
2014-07-15,8.153
2014-07-16,8.1525
2014-07-17,8.1555
2014-07-18,8.1577
2014-07-21,8.1628
2014-07-22,8.164
2014-07-23,8.1685
2014-07-24,8.173
2014-07-25,8.1768
2014-07-28,8.1835
2014-07-29,8.1883
2014-07-30,8.198
2014-07-31,8.2102
2014-08-01,8.2243
2014-08-04,8.2492
2014-08-05,8.2663
2014-08-06,8.2705
2014-08-07,8.2727
2014-08-08,8.2713
2014-08-11,8.2738
2014-08-12,8.2718
2014-08-13,8.2732
2014-08-14,8.2762
2014-08-15,8.2803
2014-08-19,8.2845
2014-08-20,8.2952
2014-08-21,8.353
2014-08-22,8.4245
2014-08-25,8.4125
2014-08-26,8.411
2014-08-27,8.4077
2014-08-28,8.4052
2014-08-29,8.404
2014-09-01,8.4087
2014-09-02,8.4103
2014-09-03,8.4135
2014-09-04,8.4018
2014-09-05,8.412
2014-09-08,8.42
2014-09-09,8.4087
2014-09-10,8.4045
2014-09-11,8.4023
2014-09-12,8.4022
2014-09-15,8.4035
2014-09-16,8.4032
2014-09-17,8.4082
2014-09-18,8.4237
2014-09-19,8.4235
2014-09-22,8.4288
2014-09-23,8.432
2014-09-24,8.4272
2014-09-25,8.4255
2014-09-26,8.4402
2014-09-29,8.46
2014-09-30,8.4643
2014-10-01,8.4475
2014-10-02,8.4478
2014-10-03,8.459
2014-10-06,8.4645
2014-10-07,8.467
2014-10-08,8.4643
2014-10-09,8.474
2014-10-10,8.4782
2014-10-14,8.4752
2014-10-15,8.478
2014-10-16,8.4785
2014-10-17,8.4765
2014-10-20,8.4837
2014-10-21,8.4953
2014-10-22,8.4915
2014-10-23,8.4895
2014-10-24,8.4917
2014-10-27,8.496
2014-10-28,8.501
2014-10-29,8.5027
2014-10-30,8.5027
2014-10-31,8.5023
2014-11-03,8.507
2014-11-04,8.5065
2014-11-05,8.5087
2014-11-07,8.509
2014-11-10,8.5127
2014-11-11,8.5122
2014-11-12,8.5115
2014-11-13,8.5102
2014-11-14,8.5115
2014-11-17,8.5115
2014-11-18,8.513
2014-11-19,8.5137
2014-11-20,8.5147
2014-11-21,8.5158
2014-11-25,8.5197
2014-11-26,8.5232
2014-11-27,8.526
2014-11-28,8.5255
2014-12-01,8.5263
2014-12-02,8.5362
2014-12-03,8.5415
2014-12-04,8.5445
2014-12-05,8.5522
2014-12-09,8.5555
2014-12-10,8.5538
2014-12-11,8.5535
2014-12-12,8.5527
2014-12-15,8.5533
2014-12-16,8.5517
2014-12-17,8.5517
2014-12-18,8.5518
2014-12-19,8.5518
2014-12-22,8.5523
2014-12-23,8.5518
2014-12-24,8.554
2014-12-29,8.554
2014-12-30,8.552
2015-01-02,8.5537
2015-01-05,8.5573
2015-01-06,8.5668
2015-01-07,8.5788
2015-01-08,8.59
2015-01-09,8.5927
2015-01-12,8.5933
2015-01-13,8.5937
2015-01-14,8.5955
2015-01-15,8.5972
2015-01-16,8.599
2015-01-19,8.604
2015-01-20,8.6082
2015-01-21,8.612
2015-01-22,8.6205
2015-01-23,8.626
2015-01-26,8.6287
2015-01-27,8.6288
2015-01-28,8.6313
2015-01-29,8.633
2015-01-30,8.6395
2015-02-02,8.6488
2015-02-03,8.6603
2015-02-04,8.6623
2015-02-05,8.6625
2015-02-06,8.6615
2015-02-09,8.6647
2015-02-10,8.6702
2015-02-11,8.6753
2015-02-12,8.6788
2015-02-13,8.6825
2015-02-18,8.6898
2015-02-19,8.6933
2015-02-20,8.7008
2015-02-23,8.7072
2015-02-24,8.7153
2015-02-25,8.7218
2015-02-26,8.726
2015-02-27,8.7243
2015-03-02,8.731
2015-03-03,8.736
2015-03-04,8.743
2015-03-05,8.7473
2015-03-06,8.7557
2015-03-09,8.7612
2015-03-10,8.7682
2015-03-11,8.7748
2015-03-12,8.7787
2015-03-13,8.783
2015-03-16,8.7833
2015-03-17,8.7855
2015-03-18,8.7913
2015-03-19,8.7933
2015-03-20,8.7963
2015-03-25,8.8023
2015-03-26,8.804
2015-03-27,8.809
2015-03-30,8.8158
2015-03-31,8.8197
2015-04-01,8.826
2015-04-06,8.8295
2015-04-07,8.8343
2015-04-08,8.8388
2015-04-09,8.8435
2015-04-10,8.8482
2015-04-13,8.8543
2015-04-14,8.8578
2015-04-15,8.8638
2015-04-16,8.8673
2015-04-17,8.8668
2015-04-20,8.8692
2015-04-21,8.8728
2015-04-22,8.8772
2015-04-23,8.8823
2015-04-24,8.8878
2015-04-27,8.8935
2015-04-28,8.8975
2015-04-29,8.8995
2015-04-30,8.9047
2015-05-04,8.9103
2015-05-05,8.9142
2015-05-06,8.919
2015-05-07,8.9232
2015-05-08,8.927
2015-05-11,8.9318
2015-05-12,8.9357
2015-05-13,8.9388
2015-05-14,8.944
2015-05-15,8.9475
2015-05-18,8.951
2015-05-19,8.9568
2015-05-20,8.9607
2015-05-21,8.9657
2015-05-22,8.9698
2015-05-26,8.9745
2015-05-27,8.981
2015-05-28,8.9848
2015-05-29,8.9893
2015-06-01,8.9965
2015-06-02,9.0008
2015-06-03,9.005
2015-06-04,9.0095
2015-06-05,9.0143
2015-06-08,9.018
2015-06-09,9.0223
2015-06-10,9.0282
2015-06-11,9.0325
2015-06-12,9.036
2015-06-15,9.0403
2015-06-16,9.045
2015-06-17,9.0477
2015-06-18,9.0522
2015-06-19,9.0565
2015-06-22,9.0605
2015-06-23,9.0645
2015-06-24,9.069
2015-06-25,9.0723
2015-06-26,9.0767
2015-06-29,9.0818
2015-06-30,9.0865
2015-07-01,9.092
2015-07-02,9.0973
2015-07-03,9.1022
2015-07-06,9.1072
2015-07-07,9.1127
2015-07-08,9.117
2015-07-10,9.122
2015-07-13,9.1273
2015-07-14,9.132
2015-07-15,9.1362
2015-07-16,9.1415
2015-07-17,9.1462
2015-07-20,9.1503
2015-07-21,9.1548
2015-07-22,9.16
2015-07-23,9.1643
2015-07-24,9.1683
2015-07-27,9.1727
2015-07-28,9.1778
2015-07-29,9.1815
2015-07-30,9.1843
2015-07-31,9.1873
2015-08-03,9.1937
2015-08-04,9.1987
2015-08-05,9.2035
2015-08-06,9.2088
2015-08-07,9.2135
2015-08-10,9.2183
2015-08-11,9.2243
2015-08-12,9.2312
2015-08-13,9.2362
2015-08-14,9.2408
2015-08-18,9.2455
2015-08-19,9.2505
2015-08-20,9.255
2015-08-21,9.2598
2015-08-24,9.2662
2015-08-25,9.272
2015-08-26,9.278
2015-08-27,9.284
2015-08-28,9.2898
2015-08-31,9.2955
2015-09-01,9.302
2015-09-02,9.3088
2015-09-03,9.315
2015-09-04,9.3237
2015-09-07,9.3338
2015-09-08,9.3347
2015-09-09,9.343
2015-09-10,9.349
2015-09-11,9.3533
2015-09-14,9.3572
2015-09-15,9.3638
2015-09-16,9.3693
2015-09-17,9.375
2015-09-18,9.3803
2015-09-21,9.3858
2015-09-22,9.3917
2015-09-23,9.3978
2015-09-24,9.4023
2015-09-25,9.4053
2015-09-28,9.4095
2015-09-29,9.4147
2015-09-30,9.4192
2015-10-01,9.4273
2015-10-02,9.4355
2015-10-05,9.4408
2015-10-06,9.4492
2015-10-07,9.4537
2015-10-08,9.4608
2015-10-09,9.4655
2015-10-13,9.4712
2015-10-14,9.4802
2015-10-15,9.483
2015-10-16,9.4888
2015-10-19,9.4962
2015-10-20,9.502
2015-10-21,9.5087
2015-10-22,9.5132
2015-10-23,9.5198
2015-10-26,9.5268
2015-10-27,9.5322
2015-10-28,9.538
2015-10-29,9.542
2015-10-30,9.546
2015-11-02,9.554
2015-11-03,9.562
2015-11-04,9.5697
2015-11-05,9.5785
2015-11-09,9.586
2015-11-10,9.594
2015-11-11,9.6023
2015-11-12,9.6138
2015-11-13,9.6223
2015-11-16,9.6298
2015-11-17,9.64
2015-11-18,9.6478
2015-11-19,9.656
2015-11-20,9.6662
2015-11-23,9.671
2015-11-24,9.6732
2015-11-25,9.678
2015-11-26,9.6847
2015-11-30,9.688
2015-12-01,9.6975
2015-12-02,9.707
2015-12-03,9.7178
2015-12-04,9.7273
2015-12-09,9.7367
2015-12-10,9.7488
2015-12-11,9.7728
2015-12-14,9.7875
2015-12-15,9.806
2015-12-16,9.8268
2015-12-17,13.7633
2015-12-18,13.4217
2015-12-21,12.8083
2015-12-22,12.9375
2015-12-23,13.0442
2015-12-24,13.05
2015-12-28,13.0558
2015-12-29,12.9658
2015-12-30,12.9757
2015-12-31,13.005
2016-01-04,13.0692
2016-01-05,13.455
2016-01-06,13.835
2016-01-07,13.9413
2016-01-08,13.865
2016-01-11,13.8725
2016-01-12,13.5833
2016-01-13,13.56
2016-01-14,13.46
2016-01-15,13.4367
2016-01-18,13.5117
2016-01-19,13.4867
2016-01-20,13.4467
2016-01-21,13.5533
2016-01-22,13.715
2016-01-25,13.7832
2016-01-26,13.8378
2016-01-27,13.8912
2016-01-28,13.8892
2016-01-29,13.904
2016-02-01,14.0883
2016-02-02,14.1367
2016-02-03,14.1433
2016-02-04,14.1862
2016-02-05,14.3142
2016-02-10,14.4717
2016-02-11,14.5592
2016-02-12,14.7298
2016-02-15,14.7733
2016-02-16,14.8498
2016-02-17,14.9142
2016-02-18,15.0333
2016-02-19,15.0283
2016-02-22,15.09
2016-02-23,15.42
2016-02-24,15.3483
2016-02-25,15.3708
2016-02-26,15.435
2016-02-29,15.5842
2016-03-01,15.9192
2016-03-02,15.6852
2016-03-03,15.445
2016-03-04,15.195
2016-03-07,15.3442
2016-03-08,15.4392
2016-03-09,15.3633
2016-03-10,15.3403
2016-03-11,15.1183
2016-03-14,14.8017
2016-03-15,14.6083
2016-03-16,14.5093
2016-03-17,14.6273
2016-03-18,14.8217
2016-03-21,14.5808
2016-03-22,14.2458
2016-03-23,14.426
2016-03-28,14.6383
2016-03-29,14.884
2016-03-30,14.6167
2016-03-31,14.5817
2016-04-01,14.7033
2016-04-04,14.7792
2016-04-05,14.6817
2016-04-06,14.6913
2016-04-07,14.525
2016-04-08,14.43
2016-04-11,14.51
2016-04-12,14.54
2016-04-13,14.4242
2016-04-14,14.3683
2016-04-15,14.295
2016-04-18,14.14
2016-04-19,14.1418
2016-04-20,14.2425
2016-04-21,14.36
2016-04-22,14.4558
2016-04-25,14.3308
2016-04-26,14.3122
2016-04-27,14.2408
2016-04-28,14.1702
2016-04-29,14.2582
2016-05-02,14.2617
2016-05-03,14.2098
2016-05-04,14.2133
2016-05-05,14.2535
2016-05-06,14.2355
2016-05-09,14.2242
2016-05-10,14.2312
2016-05-11,14.222
2016-05-12,14.1987
2016-05-13,14.1622
2016-05-16,14.1498
2016-05-17,14.1318
2016-05-18,14.1108
2016-05-19,14.1222
2016-05-20,14.0803
2016-05-23,14.0117
2016-05-24,14.0233
2016-05-26,14.0875
2016-05-27,13.9867
2016-05-30,13.9633
2016-05-31,14.0127
2016-06-01,13.9537
2016-06-02,13.9343
2016-06-03,13.8783
2016-06-06,13.7773
2016-06-07,13.8042
2016-06-08,13.835
2016-06-09,13.8498
2016-06-10,13.8197
2016-06-13,13.7983
2016-06-14,13.7725
2016-06-15,13.7568
2016-06-16,13.7935
2016-06-21,13.8783
2016-06-22,14.0253
2016-06-23,14.1908
2016-06-24,14.8365
2016-06-27,15.0302
2016-06-28,15.0563
2016-06-29,14.9042
2016-06-30,14.92
2016-07-01,15.119
2016-07-04,15.0675
2016-07-05,15.0187
2016-07-06,14.755
2016-07-07,14.6925
2016-07-11,14.71
2016-07-12,14.5992
2016-07-13,14.5718
2016-07-14,14.6203
2016-07-15,14.8583
2016-07-18,15.0557
2016-07-19,15.1933
2016-07-20,14.9967
2016-07-21,15.0425
