RemitoID,DateKey,Fecha,CentroCostoID,VariedadUva,FincaOrigen,KilosEntrada,GradosBrix,LitrosMostoObtenido,RendimientoExtraccionPct,CalificacionSanitaria,UbicacionGeografica,Latitud,Longitud
REM-2025-00278,20250411,2025-04-11,CC-102,Cabernet Franc,Finca Gualtallary,10751.0,23.6,7883.1,0.7332,Buena,"Gualtallary, Tupungato, Mendoza, Argentina",-33.385,-69.215
REM-2025-00279,20250411,2025-04-11,CC-102,Cabernet Franc,Finca Gualtallary,13986.0,23.5,9876.4,0.7062,Buena,"Gualtallary, Tupungato, Mendoza, Argentina",-33.385,-69.215
REM-2025-00280,20250412,2025-04-12,CC-101,Malbec,Finca Barrancas,11132.0,24.0,8093.7,0.7271,Buena,"Barrancas, Maipú, Mendoza, Argentina",-33.056,-68.705
REM-2025-00281,20250412,2025-04-12,CC-102,Cabernet Franc,Finca Gualtallary,21300.0,23.2,15423.0,0.7241,Optima,"Gualtallary, Tupungato, Mendoza, Argentina",-33.385,-69.215
REM-2025-00282,20250412,2025-04-12,CC-102,Chardonnay,Finca Altamira,7650.0,24.5,5236.7,0.6845,Optima,"Paraje Altamira, San Carlos, Mendoza, Argentina",-33.775,-69.155
REM-2025-00283,20250412,2025-04-12,CC-102,Cabernet Franc,Finca Barrancas,8539.0,25.2,6000.5,0.7027,Aceptable,"Barrancas, Maipú, Mendoza, Argentina",-33.056,-68.705
REM-2025-00284,20250413,2025-04-13,CC-101,Syrah,Finca Altamira,11117.0,24.6,7738.9,0.6961,Buena,"Paraje Altamira, San Carlos, Mendoza, Argentina",-33.775,-69.155
REM-2025-00285,20250413,2025-04-13,CC-101,Malbec,Finca Altamira,19912.0,25.4,13579.0,0.682,Aceptable,"Paraje Altamira, San Carlos, Mendoza, Argentina",-33.775,-69.155
REM-2025-00286,20250413,2025-04-13,CC-101,Chardonnay,Finca Agrelo,12818.0,24.7,9461.3,0.7381,Buena,"Agrelo, Luján de Cuyo, Mendoza, Argentina",-33.125,-68.895
REM-2025-00287,20250413,2025-04-13,CC-101,Syrah,Finca Gualtallary,17111.0,22.8,12201.9,0.7131,Optima,"Gualtallary, Tupungato, Mendoza, Argentina",-33.385,-69.215
REM-2025-00288,20250414,2025-04-14,CC-102,Cabernet Franc,Finca Barrancas,12864.0,26.5,9079.7,0.7058,Buena,"Barrancas, Maipú, Mendoza, Argentina",-33.056,-68.705
REM-2025-00289,20250414,2025-04-14,CC-102,Syrah,Finca Barrancas,14391.0,26.1,9951.0,0.6915,Buena,"Barrancas, Maipú, Mendoza, Argentina",-33.056,-68.705
REM-2025-00290,20250414,2025-04-14,CC-102,Chardonnay,Finca Barrancas,19274.0,23.4,13898.7,0.7211,Buena,"Barrancas, Maipú, Mendoza, Argentina",-33.056,-68.705
REM-2025-00291,20250414,2025-04-14,CC-101,Bonarda,Finca Altamira,16213.0,25.3,11884.0,0.733,Optima,"Paraje Altamira, San Carlos, Mendoza, Argentina",-33.775,-69.155
REM-2025-00292,20250415,2025-04-15,CC-102,Bonarda,Finca Altamira,17128.0,25.7,11703.9,0.6833,Optima,"Paraje Altamira, San Carlos, Mendoza, Argentina",-33.775,-69.155
REM-2025-00293,20250415,2025-04-15,CC-102,Bonarda,Finca Gualtallary,10913.0,22.8,8032.4,0.736,Buena,"Gualtallary, Tupungato, Mendoza, Argentina",-33.385,-69.215
REM-2025-00294,20250415,2025-04-15,CC-101,Malbec,Finca Gualtallary,14645.0,25.1,10682.6,0.7294,Aceptable,"Gualtallary, Tupungato, Mendoza, Argentina",-33.385,-69.215
REM-2025-00295,20250415,2025-04-15,CC-102,Chardonnay,Finca Agrelo,16176.0,26.4,11692.6,0.7228,Buena,"Agrelo, Luján de Cuyo, Mendoza, Argentina",-33.125,-68.895
REM-2025-00296,20250416,2025-04-16,CC-101,Cabernet Franc,Finca Barrancas,20558.0,24.6,14123.8,0.687,Buena,"Barrancas, Maipú, Mendoza, Argentina",-33.056,-68.705
REM-2025-00297,20250416,2025-04-16,CC-101,Malbec,Finca Agrelo,17914.0,23.0,12818.4,0.7156,Buena,"Agrelo, Luján de Cuyo, Mendoza, Argentina",-33.125,-68.895
REM-2025-00298,20250416,2025-04-16,CC-102,Cabernet Franc,Finca Agrelo,18605.0,25.0,12662.6,0.6806,Optima,"Agrelo, Luján de Cuyo, Mendoza, Argentina",-33.125,-68.895
REM-2025-00299,20250416,2025-04-16,CC-102,Malbec,Finca Barrancas,13574.0,24.5,10004.4,0.737,Aceptable,"Barrancas, Maipú, Mendoza, Argentina",-33.056,-68.705
REM-2025-00300,20250417,2025-04-17,CC-102,Chardonnay,Finca Gualtallary,20501.0,24.2,14819.8,0.7229,Optima,"Gualtallary, Tupungato, Mendoza, Argentina",-33.385,-69.215
REM-2025-00301,20250417,2025-04-17,CC-102,Malbec,Finca Gualtallary,18863.0,23.7,13291.8,0.7046,Buena,"Gualtallary, Tupungato, Mendoza, Argentina",-33.385,-69.215
REM-2025-00302,20250417,2025-04-17,CC-102,Bonarda,Finca Gualtallary,21344.0,26.4,14681.2,0.6878,Optima,"Gualtallary, Tupungato, Mendoza, Argentina",-33.385,-69.215
REM-2025-00303,20250417,2025-04-17,CC-101,Bonarda,Finca Barrancas,22513.0,22.6,15608.4,0.6933,Optima,"Barrancas, Maipú, Mendoza, Argentina",-33.056,-68.705
REM-2025-00304,20250418,2025-04-18,CC-102,Syrah,Finca Barrancas,20868.0,23.3,14290.5,0.6848,Buena,"Barrancas, Maipú, Mendoza, Argentina",-33.056,-68.705
REM-2025-00305,20250418,2025-04-18,CC-101,Malbec,Finca Agrelo,8831.0,22.6,6353.9,0.7195,Optima,"Agrelo, Luján de Cuyo, Mendoza, Argentina",-33.125,-68.895
REM-2025-00306,20250418,2025-04-18,CC-101,Cabernet Franc,Finca Gualtallary,11760.0,24.7,8193.9,0.6968,Optima,"Gualtallary, Tupungato, Mendoza, Argentina",-33.385,-69.215
REM-2025-00307,20250418,2025-04-18,CC-101,Syrah,Finca Agrelo,12665.0,26.2,8769.2,0.6924,Buena,"Agrelo, Luján de Cuyo, Mendoza, Argentina",-33.125,-68.895
REM-2025-00308,20250419,2025-04-19,CC-102,Syrah,Finca Gualtallary,16101.0,22.6,11036.5,0.6855,Buena,"Gualtallary, Tupungato, Mendoza, Argentina",-33.385,-69.215
REM-2025-00309,20250419,2025-04-19,CC-101,Chardonnay,Finca Gualtallary,20483.0,25.5,14185.8,0.6926,Aceptable,"Gualtallary, Tupungato, Mendoza, Argentina",-33.385,-69.215
REM-2025-00310,20250419,2025-04-19,CC-102,Bonarda,Finca Gualtallary,11262.0,25.4,8082.0,0.7176,Optima,"Gualtallary, Tupungato, Mendoza, Argentina",-33.385,-69.215
REM-2025-00311,20250419,2025-04-19,CC-101,Cabernet Franc,Finca Barrancas,9323.0,26.3,6717.9,0.7206,Aceptable,"Barrancas, Maipú, Mendoza, Argentina",-33.056,-68.705
REM-2025-00312,20250420,2025-04-20,CC-102,Malbec,Finca Gualtallary,13961.0,25.4,9560.5,0.6848,Optima,"Gualtallary, Tupungato, Mendoza, Argentina",-33.385,-69.215
REM-2025-00313,20250420,2025-04-20,CC-101,Chardonnay,Finca Barrancas,15795.0,24.7,11595.1,0.7341,Aceptable,"Barrancas, Maipú, Mendoza, Argentina",-33.056,-68.705
REM-2025-00314,20250420,2025-04-20,CC-102,Chardonnay,Finca Altamira,21657.0,23.4,15929.1,0.7355,Buena,"Paraje Altamira, San Carlos, Mendoza, Argentina",-33.775,-69.155
REM-2025-00315,20250420,2025-04-20,CC-101,Cabernet Franc,Finca Gualtallary,13725.0,24.5,9383.5,0.6837,Optima,"Gualtallary, Tupungato, Mendoza, Argentina",-33.385,-69.215
REM-2025-00316,20250421,2025-04-21,CC-101,Malbec,Finca Altamira,11967.0,25.0,8834.4,0.7382,Optima,"Paraje Altamira, San Carlos, Mendoza, Argentina",-33.775,-69.155
REM-2025-00317,20250421,2025-04-21,CC-101,Bonarda,Finca Agrelo,13732.0,23.8,9765.4,0.7111,Buena,"Agrelo, Luján de Cuyo, Mendoza, Argentina",-33.125,-68.895
REM-2025-00318,20250421,2025-04-21,CC-102,Syrah,Finca Barrancas,22314.0,25.2,15495.8,0.6944,Buena,"Barrancas, Maipú, Mendoza, Argentina",-33.056,-68.705
REM-2025-00319,20250421,2025-04-21,CC-102,Chardonnay,Finca Altamira,9953.0,23.8,7079.7,0.7113,Optima,"Paraje Altamira, San Carlos, Mendoza, Argentina",-33.775,-69.155
REM-2025-00320,20250422,2025-04-22,CC-101,Bonarda,Finca Agrelo,21552.0,23.5,14688.8,0.6816,Buena,"Agrelo, Luján de Cuyo, Mendoza, Argentina",-33.125,-68.895
REM-2025-00321,20250422,2025-04-22,CC-102,Syrah,Finca Altamira,18516.0,24.7,12592.7,0.6801,Buena,"Paraje Altamira, San Carlos, Mendoza, Argentina",-33.775,-69.155
REM-2025-00322,20250422,2025-04-22,CC-101,Malbec,Finca Altamira,10010.0,23.5,7001.1,0.6994,Optima,"Paraje Altamira, San Carlos, Mendoza, Argentina",-33.775,-69.155
REM-2025-00323,20250422,2025-04-22,CC-102,Cabernet Franc,Finca Altamira,16807.0,24.8,11584.9,0.6893,Buena,"Paraje Altamira, San Carlos, Mendoza, Argentina",-33.775,-69.155
REM-2025-00324,20250423,2025-04-23,CC-101,Malbec,Finca Gualtallary,10670.0,25.3,7614.2,0.7136,Optima,"Gualtallary, Tupungato, Mendoza, Argentina",-33.385,-69.215
REM-2025-00325,20250423,2025-04-23,CC-101,Bonarda,Finca Agrelo,21148.0,25.5,15078.2,0.713,Buena,"Agrelo, Luján de Cuyo, Mendoza, Argentina",-33.125,-68.895
REM-2025-00326,20250423,2025-04-23,CC-101,Malbec,Finca Gualtallary,18083.0,23.2,12987.4,0.7182,Buena,"Gualtallary, Tupungato, Mendoza, Argentina",-33.385,-69.215
REM-2025-00327,20250423,2025-04-23,CC-102,Bonarda,Finca Barrancas,9902.0,25.8,6769.0,0.6836,Buena,"Barrancas, Maipú, Mendoza, Argentina",-33.056,-68.705
REM-2025-00328,20250424,2025-04-24,CC-102,Syrah,Finca Gualtallary,12753.0,26.2,9057.0,0.7102,Optima,"Gualtallary, Tupungato, Mendoza, Argentina",-33.385,-69.215
REM-2025-00329,20250424,2025-04-24,CC-102,Bonarda,Finca Gualtallary,18114.0,26.2,13267.2,0.7324,Buena,"Gualtallary, Tupungato, Mendoza, Argentina",-33.385,-69.215
REM-2025-00330,20250424,2025-04-24,CC-102,Syrah,Finca Gualtallary,11588.0,24.1,8207.1,0.7082,Optima,"Gualtallary, Tupungato, Mendoza, Argentina",-33.385,-69.215
REM-2025-00331,20250424,2025-04-24,CC-101,Malbec,Finca Altamira,22429.0,25.7,15862.6,0.7072,Aceptable,"Paraje Altamira, San Carlos, Mendoza, Argentina",-33.775,-69.155
REM-2025-00332,20250425,2025-04-25,CC-102,Malbec,Finca Barrancas,17252.0,25.0,12231.2,0.709,Optima,"Barrancas, Maipú, Mendoza, Argentina",-33.056,-68.705
REM-2025-00333,20250425,2025-04-25,CC-101,Chardonnay,Finca Gualtallary,17603.0,26.1,12000.8,0.6817,Buena,"Gualtallary, Tupungato, Mendoza, Argentina",-33.385,-69.215
REM-2025-00334,20250425,2025-04-25,CC-102,Syrah,Finca Agrelo,19778.0,24.8,14082.1,0.712,Optima,"Agrelo, Luján de Cuyo, Mendoza, Argentina",-33.125,-68.895
REM-2025-00335,20250425,2025-04-25,CC-102,Malbec,Finca Agrelo,8181.0,23.3,5818.4,0.7112,Optima,"Agrelo, Luján de Cuyo, Mendoza, Argentina",-33.125,-68.895
REM-2025-00336,20250426,2025-04-26,CC-102,Malbec,Finca Agrelo,14632.0,23.5,10668.4,0.7291,Buena,"Agrelo, Luján de Cuyo, Mendoza, Argentina",-33.125,-68.895
REM-2025-00337,20250426,2025-04-26,CC-101,Malbec,Finca Altamira,11709.0,23.3,8023.1,0.6852,Buena,"Paraje Altamira, San Carlos, Mendoza, Argentina",-33.775,-69.155
REM-2025-00338,20250426,2025-04-26,CC-102,Syrah,Finca Altamira,19740.0,22.7,14220.1,0.7204,Buena,"Paraje Altamira, San Carlos, Mendoza, Argentina",-33.775,-69.155
REM-2025-00339,20250426,2025-04-26,CC-101,Bonarda,Finca Gualtallary,17580.0,25.2,12576.9,0.7154,Optima,"Gualtallary, Tupungato, Mendoza, Argentina",-33.385,-69.215
REM-2025-00340,20250427,2025-04-27,CC-101,Bonarda,Finca Altamira,14903.0,23.7,10603.0,0.7115,Optima,"Paraje Altamira, San Carlos, Mendoza, Argentina",-33.775,-69.155
REM-2025-00341,20250427,2025-04-27,CC-101,Malbec,Finca Altamira,14323.0,24.7,10442.9,0.7291,Buena,"Paraje Altamira, San Carlos, Mendoza, Argentina",-33.775,-69.155
REM-2025-00342,20250427,2025-04-27,CC-102,Cabernet Franc,Finca Agrelo,14714.0,25.7,10617.2,0.7216,Optima,"Agrelo, Luján de Cuyo, Mendoza, Argentina",-33.125,-68.895
REM-2025-00343,20250427,2025-04-27,CC-101,Cabernet Franc,Finca Altamira,12691.0,24.3,9252.6,0.7291,Aceptable,"Paraje Altamira, San Carlos, Mendoza, Argentina",-33.775,-69.155
REM-2025-00344,20250428,2025-04-28,CC-101,Bonarda,Finca Agrelo,18190.0,26.2,13403.7,0.7369,Buena,"Agrelo, Luján de Cuyo, Mendoza, Argentina",-33.125,-68.895
REM-2025-00345,20250428,2025-04-28,CC-102,Chardonnay,Finca Altamira,20784.0,24.3,14893.4,0.7166,Buena,"Paraje Altamira, San Carlos, Mendoza, Argentina",-33.775,-69.155
REM-2025-00346,20250428,2025-04-28,CC-101,Cabernet Franc,Finca Altamira,14673.0,25.2,10177.3,0.6936,Optima,"Paraje Altamira, San Carlos, Mendoza, Argentina",-33.775,-69.155
REM-2025-00347,20250428,2025-04-28,CC-102,Bonarda,Finca Agrelo,20636.0,25.3,14144.5,0.6854,Optima,"Agrelo, Luján de Cuyo, Mendoza, Argentina",-33.125,-68.895
REM-2025-00348,20250429,2025-04-29,CC-101,Bonarda,Finca Agrelo,13678.0,26.1,10036.6,0.7338,Buena,"Agrelo, Luján de Cuyo, Mendoza, Argentina",-33.125,-68.895
REM-2025-00349,20250429,2025-04-29,CC-102,Bonarda,Finca Gualtallary,16902.0,25.9,11583.4,0.6853,Buena,"Gualtallary, Tupungato, Mendoza, Argentina",-33.385,-69.215
REM-2025-00350,20250429,2025-04-29,CC-101,Cabernet Franc,Finca Gualtallary,13392.0,23.8,9249.9,0.6907,Buena,"Gualtallary, Tupungato, Mendoza, Argentina",-33.385,-69.215
REM-2025-00351,20250423,2025-04-23,CC-101,Bonarda,Finca La Consulta,9225.6,25.5,6406.3,0.6944,Buena,"La Consulta, San Carlos, Valle de Uco, Mendoza, Argentina",-33.75,-69.213
REM-2025-00352,20250411,2025-04-11,CC-101,Cabernet Franc,Finca La Consulta,8847.6,24.2,6032.3,0.6818,Buena,"La Consulta, San Carlos, Valle de Uco, Mendoza, Argentina",-33.75,-69.213
REM-2025-00353,20250204,2025-02-04,CC-101,Cabernet Franc,Finca La Consulta,16199.3,25.4,11686.2,0.7214,Buena,"La Consulta, San Carlos, Valle de Uco, Mendoza, Argentina",-33.75,-69.213
REM-2025-00354,20250308,2025-03-08,CC-102,Malbec,Finca La Consulta,20046.2,22.5,14583.6,0.7275,Buena,"La Consulta, San Carlos, Valle de Uco, Mendoza, Argentina",-33.75,-69.213
REM-2025-00355,20250220,2025-02-20,CC-101,Bonarda,Finca La Consulta,10837.4,25.6,7434.5,0.686,Buena,"La Consulta, San Carlos, Valle de Uco, Mendoza, Argentina",-33.75,-69.213
REM-2025-00356,20250317,2025-03-17,CC-102,Bonarda,Finca La Consulta,16857.8,25.7,12189.9,0.7231,Optima,"La Consulta, San Carlos, Valle de Uco, Mendoza, Argentina",-33.75,-69.213
REM-2025-00357,20250321,2025-03-21,CC-101,Syrah,Finca La Consulta,8721.4,23.7,6254.1,0.7171,Buena,"La Consulta, San Carlos, Valle de Uco, Mendoza, Argentina",-33.75,-69.213
REM-2025-00358,20250209,2025-02-09,CC-101,Cabernet Franc,Finca La Consulta,8210.3,23.4,5723.4,0.6971,Optima,"La Consulta, San Carlos, Valle de Uco, Mendoza, Argentina",-33.75,-69.213
REM-2025-00359,20250321,2025-03-21,CC-101,Chardonnay,Finca La Consulta,11808.6,25.0,8283.7,0.7015,Buena,"La Consulta, San Carlos, Valle de Uco, Mendoza, Argentina",-33.75,-69.213
REM-2025-00360,20250307,2025-03-07,CC-102,Cabernet Franc,Finca La Consulta,18378.2,25.2,12574.4,0.6842,Buena,"La Consulta, San Carlos, Valle de Uco, Mendoza, Argentina",-33.75,-69.213
REM-2025-00361,20250304,2025-03-04,CC-102,Syrah,Finca La Consulta,10032.7,24.0,7408.1,0.7384,Buena,"La Consulta, San Carlos, Valle de Uco, Mendoza, Argentina",-33.75,-69.213
REM-2025-00362,20250314,2025-03-14,CC-101,Chardonnay,Finca La Consulta,20564.2,25.6,14261.3,0.6935,Buena,"La Consulta, San Carlos, Valle de Uco, Mendoza, Argentina",-33.75,-69.213
REM-2025-00363,20250209,2025-02-09,CC-101,Cabernet Franc,Finca La Consulta,10770.2,26.3,7880.6,0.7317,Buena,"La Consulta, San Carlos, Valle de Uco, Mendoza, Argentina",-33.75,-69.213
REM-2025-00364,20250323,2025-03-23,CC-101,Cabernet Franc,Finca La Consulta,21212.6,25.1,14602.8,0.6884,Optima,"La Consulta, San Carlos, Valle de Uco, Mendoza, Argentina",-33.75,-69.213
REM-2025-00365,20250410,2025-04-10,CC-101,Chardonnay,Finca La Consulta,11572.5,24.8,8482.6,0.733,Buena,"La Consulta, San Carlos, Valle de Uco, Mendoza, Argentina",-33.75,-69.213
REM-2025-00366,20250218,2025-02-18,CC-101,Cabernet Franc,Finca La Consulta,15397.7,22.9,10513.5,0.6828,Buena,"La Consulta, San Carlos, Valle de Uco, Mendoza, Argentina",-33.75,-69.213
REM-2025-00367,20250429,2025-04-29,CC-101,Syrah,Finca La Consulta,14043.5,22.8,9865.6,0.7025,Buena,"La Consulta, San Carlos, Valle de Uco, Mendoza, Argentina",-33.75,-69.213
REM-2025-00368,20250412,2025-04-12,CC-102,Syrah,Finca La Consulta,20842.1,22.5,15058.4,0.7225,Optima,"La Consulta, San Carlos, Valle de Uco, Mendoza, Argentina",-33.75,-69.213
REM-2025-00369,20250424,2025-04-24,CC-101,Chardonnay,Finca La Consulta,12772.7,23.7,8804.2,0.6893,Optima,"La Consulta, San Carlos, Valle de Uco, Mendoza, Argentina",-33.75,-69.213
REM-2025-00370,20250223,2025-02-23,CC-102,Syrah,Finca La Consulta,15369.1,22.9,11018.1,0.7169,Buena,"La Consulta, San Carlos, Valle de Uco, Mendoza, Argentina",-33.75,-69.213
REM-2025-00371,20250220,2025-02-20,CC-102,Bonarda,Finca La Consulta,13295.7,23.1,9789.6,0.7363,Buena,"La Consulta, San Carlos, Valle de Uco, Mendoza, Argentina",-33.75,-69.213
REM-2025-00372,20250404,2025-04-04,CC-101,Cabernet Franc,Finca La Consulta,7801.9,26.2,5709.4,0.7318,Aceptable,"La Consulta, San Carlos, Valle de Uco, Mendoza, Argentina",-33.75,-69.213
REM-2025-00373,20250414,2025-04-14,CC-101,Syrah,Finca La Consulta,22177.7,22.8,15717.3,0.7087,Optima,"La Consulta, San Carlos, Valle de Uco, Mendoza, Argentina",-33.75,-69.213
REM-2025-00374,20250217,2025-02-17,CC-102,Syrah,Finca La Consulta,17726.1,26.3,12225.7,0.6897,Buena,"La Consulta, San Carlos, Valle de Uco, Mendoza, Argentina",-33.75,-69.213
REM-2025-00375,20250228,2025-02-28,CC-102,Chardonnay,Finca La Consulta,21898.2,25.5,15782.0,0.7207,Buena,"La Consulta, San Carlos, Valle de Uco, Mendoza, Argentina",-33.75,-69.213
REM-2025-00376,20250427,2025-04-27,CC-101,Cabernet Franc,Finca Vistalba,17573.1,24.3,12485.7,0.7105,Buena,"Vistalba, Luján de Cuyo, Mendoza, Argentina",-33.05,-68.93
REM-2025-00377,20250316,2025-03-16,CC-101,Bonarda,Finca Vistalba,7826.0,24.7,5593.2,0.7147,Optima,"Vistalba, Luján de Cuyo, Mendoza, Argentina",-33.05,-68.93
REM-2025-00378,20250208,2025-02-08,CC-101,Syrah,Finca Vistalba,11048.6,26.1,8073.2,0.7307,Buena,"Vistalba, Luján de Cuyo, Mendoza, Argentina",-33.05,-68.93
REM-2025-00379,20250427,2025-04-27,CC-102,Syrah,Finca Vistalba,15023.9,24.7,10857.8,0.7227,Buena,"Vistalba, Luján de Cuyo, Mendoza, Argentina",-33.05,-68.93
REM-2025-00380,20250402,2025-04-02,CC-101,Chardonnay,Finca Vistalba,20016.2,23.3,13725.1,0.6857,Buena,"Vistalba, Luján de Cuyo, Mendoza, Argentina",-33.05,-68.93
REM-2025-00381,20250401,2025-04-01,CC-102,Bonarda,Finca Vistalba,20889.5,22.7,15011.2,0.7186,Aceptable,"Vistalba, Luján de Cuyo, Mendoza, Argentina",-33.05,-68.93
REM-2025-00382,20250316,2025-03-16,CC-102,Malbec,Finca Vistalba,19909.2,22.9,13763.2,0.6913,Aceptable,"Vistalba, Luján de Cuyo, Mendoza, Argentina",-33.05,-68.93
REM-2025-00383,20250224,2025-02-24,CC-101,Syrah,Finca Vistalba,11817.4,23.5,8679.9,0.7345,Aceptable,"Vistalba, Luján de Cuyo, Mendoza, Argentina",-33.05,-68.93
REM-2025-00384,20250425,2025-04-25,CC-101,Cabernet Franc,Finca Vistalba,22988.9,25.8,16947.4,0.7372,Buena,"Vistalba, Luján de Cuyo, Mendoza, Argentina",-33.05,-68.93
REM-2025-00385,20250403,2025-04-03,CC-101,Bonarda,Finca Vistalba,10813.1,24.1,7390.8,0.6835,Optima,"Vistalba, Luján de Cuyo, Mendoza, Argentina",-33.05,-68.93
REM-2025-00386,20250306,2025-03-06,CC-102,Syrah,Finca Vistalba,21861.0,25.6,15232.7,0.6968,Buena,"Vistalba, Luján de Cuyo, Mendoza, Argentina",-33.05,-68.93
REM-2025-00387,20250404,2025-04-04,CC-102,Syrah,Finca Vistalba,9899.4,23.7,7297.8,0.7372,Aceptable,"Vistalba, Luján de Cuyo, Mendoza, Argentina",-33.05,-68.93
REM-2025-00388,20250313,2025-03-13,CC-102,Cabernet Franc,Finca Vistalba,8386.1,24.8,5951.6,0.7097,Aceptable,"Vistalba, Luján de Cuyo, Mendoza, Argentina",-33.05,-68.93
REM-2025-00389,20250407,2025-04-07,CC-102,Cabernet Franc,Finca Vistalba,8741.7,23.2,6251.2,0.7151,Buena,"Vistalba, Luján de Cuyo, Mendoza, Argentina",-33.05,-68.93
REM-2025-00390,20250414,2025-04-14,CC-101,Syrah,Finca Vistalba,11316.3,24.9,8108.1,0.7165,Buena,"Vistalba, Luján de Cuyo, Mendoza, Argentina",-33.05,-68.93
REM-2025-00391,20250313,2025-03-13,CC-101,Chardonnay,Finca Vistalba,21987.9,23.3,15881.9,0.7223,Buena,"Vistalba, Luján de Cuyo, Mendoza, Argentina",-33.05,-68.93
REM-2025-00392,20250427,2025-04-27,CC-101,Bonarda,Finca Vistalba,17505.3,24.3,12862.9,0.7348,Buena,"Vistalba, Luján de Cuyo, Mendoza, Argentina",-33.05,-68.93
REM-2025-00393,20250414,2025-04-14,CC-101,Cabernet Franc,Finca Vistalba,22939.5,22.8,15887.9,0.6926,Optima,"Vistalba, Luján de Cuyo, Mendoza, Argentina",-33.05,-68.93
REM-2025-00394,20250209,2025-02-09,CC-102,Chardonnay,Finca Vistalba,21128.7,24.0,14564.0,0.6893,Buena,"Vistalba, Luján de Cuyo, Mendoza, Argentina",-33.05,-68.93
REM-2025-00395,20250425,2025-04-25,CC-102,Bonarda,Finca Vistalba,15698.6,25.2,11188.4,0.7127,Optima,"Vistalba, Luján de Cuyo, Mendoza, Argentina",-33.05,-68.93
REM-2025-00396,20250218,2025-02-18,CC-101,Chardonnay,Finca Vistalba,11599.2,26.1,8395.5,0.7238,Buena,"Vistalba, Luján de Cuyo, Mendoza, Argentina",-33.05,-68.93
REM-2025-00397,20250227,2025-02-27,CC-101,Syrah,Finca Vistalba,18623.0,23.3,13360.1,0.7174,Buena,"Vistalba, Luján de Cuyo, Mendoza, Argentina",-33.05,-68.93
REM-2025-00398,20250207,2025-02-07,CC-101,Chardonnay,Finca Vistalba,8930.6,24.2,6218.4,0.6963,Optima,"Vistalba, Luján de Cuyo, Mendoza, Argentina",-33.05,-68.93
REM-2025-00399,20250423,2025-04-23,CC-102,Malbec,Finca Vistalba,22686.9,23.1,16019.2,0.7061,Buena,"Vistalba, Luján de Cuyo, Mendoza, Argentina",-33.05,-68.93
REM-2025-00400,20250215,2025-02-15,CC-102,Bonarda,Finca Vistalba,8666.3,26.0,6355.0,0.7333,Optima,"Vistalba, Luján de Cuyo, Mendoza, Argentina",-33.05,-68.93
